Raw value,Corresponding cumulative value,Corresponding logistic value,Fractional area,Training omission,Test omission
5.2413E-3,34.143329898,0.495387175,0.00626554,0.035714286,0
5.27301E-3,34.670630655,0.496894949,0.006166087,0.035714286,0
5.42587E-3,35.213217312,0.504039003,0.006066634,0.053571429,0
5.71119E-3,35.784335956,0.516845004,0.005967181,0.071428571,0
5.71296E-3,36.355631982,0.51692255,0.005867727,0.071428571,0
5.88864E-3,36.944495502,0.524481158,0.005768274,0.089285714,0
5.99157E-3,37.543652943,0.528801321,0.005668821,0.089285714,0
6.00155E-3,38.143808067,0.52921586,0.005569368,0.107142857,0
6.49515E-3,38.793322648,0.548852114,0.005469915,0.125,0
6.74024E-3,39.467346868,0.558006294,0.005370462,0.125,0
6.75663E-3,40.143009606,0.558605039,0.005271009,0.142857143,0
6.75797E-3,41.494469139,0.558653954,0.005072103,0.178571429,0
6.77725E-3,42.172194248,0.559356366,0.00497265,0.196428571,0
6.77725E-3,42.849919356,0.559356366,0.004773744,0.196428571,0
6.88801E-3,43.538720156,0.563347915,0.004773744,0.232142857,0
6.9921E-3,44.237930327,0.567033966,0.004674291,0.25,0
7.40678E-3,44.978608443,0.581120462,0.004574838,0.267857143,0
7.40678E-3,45.719286558,0.581120462,0.004375932,0.267857143,0
7.60581E-3,46.479867794,0.587560933,0.004375932,0.303571429,0
8.84327E-3,47.364195108,0.623548144,0.004276479,0.321428571,0
9.02134E-3,48.266328717,0.62821604,0.004177026,0.339285714,0
9.26947E-3,49.193275367,0.634530973,0.004077573,0.339285714,0
9.5606E-3,50.149335184,0.641672122,0.00397812,0.339285714,0
9.65938E-3,51.115273489,0.644032217,0.003878667,0.357142857,0
9.6889E-3,52.084163913,0.644731492,0.003779214,0.375,0
9.82828E-3,53.066992049,0.647996191,0.003679761,0.392857143,0
9.96719E-3,54.063711173,0.651190787,0.003580308,0.392857143,0
1.01119E-2,55.074905637,0.654458653,0.003480855,0.410714286,0
1.02143E-2,56.09633606,0.656732747,0.003381402,0.428571429,0
1.02237E-2,57.118708397,0.656940507,0.003281949,0.446428571,0
1.02342E-2,58.142126671,0.657170916,0.003182496,0.464285714,0
1.02766E-2,59.169788536,0.65810257,0.003083043,0.482142857,0
1.04806E-2,60.217847765,0.66251093,0.00298359,0.5,0
1.06595E-2,61.283793371,0.666284102,0.002884137,0.517857143,0
1.10028E-2,62.384075676,0.673296028,0.002784684,0.535714286,0
1.11999E-2,63.504070346,0.677189954,0.002685231,0.553571429,0
1.12659E-2,64.630657269,0.67847154,0.002585778,0.571428571,0
1.19965E-2,65.830308549,0.692023141,0.002486325,0.589285714,0
1.21243E-2,67.042735786,0.694276281,0.002386872,0.607142857,0
1.25326E-2,69.508422598,0.701261375,0.002187966,0.642857143,0
1.25326E-2,70.761682172,0.701261375,0.00198906,0.642857143,0
1.25656E-2,72.018237618,0.701811296,0.00198906,0.678571429,0
1.28633E-2,73.304569735,0.706689306,0.001889607,0.696428571,0
1.29579E-2,74.600361541,0.708205759,0.001790154,0.714285714,0
1.29579E-2,75.896153346,0.708205759,0.001591248,0.714285714,0
1.29686E-2,77.193013058,0.708375968,0.001591248,0.75,0
1.31775E-2,78.510759428,0.711665517,0.001491795,0.75,0
1.32501E-2,79.835773264,0.712792772,0.001392342,0.767857143,0
1.3285E-2,81.164271673,0.713330144,0.001292889,0.785714286,0
1.34734E-2,82.511613346,0.716201557,0.001193436,0.803571429,0
1.37142E-2,83.883033074,0.719788014,0.001093983,0.821428571,0
1.40132E-2,85.284348127,0.724116767,0.00099453,0.839285714,0
1.40755E-2,86.691897242,0.725002642,0.000895077,0.857142857,0
1.42882E-2,88.120717674,0.727982986,0.000795624,0.875,0
1.43168E-2,89.552400572,0.728379125,0.000696171,0.892857143,0
1.62364E-2,91.176040931,0.752545474,0.000596718,0.910714286,0
1.73301E-2,92.909055266,0.764484697,0.000497265,0.928571429,0
1.73692E-2,98.112000022,0.764889365,0.000198906,0.982142857,0
1.888E-2,100,0.779556181,0.000099453,0.982142857,0
1.888E-2,100,0.779556181,0.000099453,1,0
